x,y,topics,cluster,Freq,topic_area
-0.14541576099834752,0.0458721757177577,1,1,8.1086608186737,business
-0.16924795697932032,0.12808483110945043,2,1,7.712819480797595,business
0.1292553338929789,0.046286506696469526,3,1,7.143811432730702,business
0.04736812050223673,-0.0742167844294841,4,1,7.126771146167286,business
0.1682014056015625,0.01890819488356206,5,1,6.276168948158245,business
-0.12012208664518453,0.027242459969480846,6,1,6.156898744995479,business
-0.049836900492653956,-0.13178933413595068,7,1,5.843035198566045,business
0.18351933525745281,0.06734144639580021,8,1,5.808431905770784,business
0.1733233962623859,0.1378982762423438,9,1,5.549663563331404,business
-0.15785344969181692,0.04708899767885411,10,1,5.273327610168912,business
-0.11336288692561657,0.05657051162830105,11,1,5.158456352075991,business
-0.01172107169502393,0.12663665695540588,12,1,4.218633657993298,business
-0.18447952296777367,-0.03530936887965846,13,1,4.20384895323708,business
-0.04903138301409783,-0.09592110398054851,14,1,4.092532487168227,business
0.10859383773068129,-0.1462933141454714,15,1,3.855154147428355,business
0.16704475086579781,-0.024078087823863014,16,1,3.751591855326252,business
-0.006359595919902379,-0.03071581104105187,17,1,2.8950183230115334,business
0.06326192924809611,0.08767605365319721,18,1,2.736912767726942,business
-0.056136299273115094,-0.09105207999393687,19,1,2.1219453565407704,business
0.02299880524166092,-0.16023022650065769,20,1,1.966317250131399,business
-0.15075084156999552,0.20043151329871134,1,1,9.948107377044684,finance
-0.22434004007964653,0.07495068829766306,2,1,9.065118163086241,finance
0.12795131816404412,-0.133577676056566,3,1,8.571403287278171,finance
0.08047267025606171,-0.1732855164495415,4,1,8.330276328978403,finance
0.21005882580258142,0.0696226042884734,5,1,7.22390509895207,finance
-0.015219706160244631,-0.16894336004612542,6,1,6.390357987777727,finance
-0.14270605888564797,-0.16417832889665354,7,1,6.352665489393247,finance
0.1910356165695444,0.038128795714534716,8,1,5.583682162883343,finance
-0.1423782364621482,-0.07136209649148897,9,1,5.578446534616029,finance
-0.18534184267609233,-0.015430063731807778,10,1,4.469309977945845,finance
0.0785522246318828,0.036154934579452125,11,1,4.374148807620372,finance
-0.1781278722190085,0.12426579779326331,12,1,3.996177459906959,finance
0.10296844371511912,-0.01153049451750133,13,1,3.4430886817061914,finance
0.07573464985630546,0.12813020229292468,14,1,3.320177877047824,finance
0.1829683089877336,0.07619265475382105,15,1,3.0525775911306403,finance
-0.12524676260595916,0.07644565810524345,16,1,2.8647324384656145,finance
-0.13837144246124775,-0.014346911008418489,17,1,2.2100774995557604,finance
0.11524825606203118,-0.054548271026133466,18,1,2.1775506727139926,finance
0.19082427621949472,0.1103265516772534,19,1,1.8288175454319315,finance
-0.05333178714480798,-0.12744668257710365,20,1,1.2193790184649447,finance
0.15400962407919833,-0.020941202739496095,1,1,10.711609637319242,general
-0.15250376199756596,-0.024661216072169197,2,1,10.125386430197562,general
-0.07416362902790986,-0.029703378994309373,3,1,6.992448328498593,general
0.06153927552395957,-0.0201524674428007,4,1,6.907787902992722,general
-0.05163187313251175,0.05424571232635795,5,1,5.921536578113671,general
0.04277485864337078,0.061391802438553245,6,1,5.884463621643767,general
-0.0657114346082336,0.07528621521981417,7,1,5.626458219680527,general
-0.07582321704444153,0.09260241407311105,8,1,5.369867795338071,general
0.11346145774112372,-0.11381189194687075,9,1,4.754419549304609,general
-0.038352899511514306,-0.001987083896682132,10,1,4.564107022783029,general
0.20784832094743153,-0.14302695703064777,11,1,4.232783067193542,general
-0.014501341867129898,0.13496955794579343,12,1,4.21168744989852,general
-0.019261333843260585,-0.043174692710401884,13,1,4.072656566690939,general
-0.003659675805654685,0.1487306528353935,14,1,3.688289831438278,general
0.012653236865319953,0.09881867990035452,15,1,3.573809520783418,general
0.008075703667977463,0.07759484384160037,16,1,3.199134569333363,general
0.14323231470963768,-0.04189895862158224,17,1,3.0362172812651322,general
0.014648974853519852,-0.0632083625443926,18,1,2.6747869312321892,general
-0.25803896521609715,-0.23209161791938965,19,1,2.627494238603736,general
-0.004595634977218923,-0.008982048662236682,20,1,1.8250554576890918,general
-0.14656981557796495,0.05102905164315641,1,1,11.504452898004315,tech
0.11440425998260038,0.09691096429708536,2,1,8.802711078759264,tech
-0.02451412544609559,-0.11887812103237505,3,1,7.708881323633235,tech
-0.007934831632100318,0.04089998351321342,4,1,7.538476118705703,tech
0.011086306747278172,-0.047810780309991974,5,1,7.239231268198165,tech
0.11386039656034298,0.08176368441622887,6,1,7.160225185953145,tech
0.14683111854917105,0.007196937981089536,7,1,7.144502860312377,tech
0.11201430627399103,-0.02419649249292793,8,1,5.330073683299819,tech
-0.14901320154101877,-0.05550845460383264,9,1,4.522727269485706,tech
0.07102034488846239,-0.04256601450923888,10,1,4.485174134601703,tech
0.10341712966891424,-0.06458145342903299,11,1,4.2829170920457305,tech
0.08133605293367331,0.1702172040115935,12,1,4.222674101912452,tech
-0.127945698574403,-0.01809281830172852,13,1,3.7277420122697356,tech
0.17105849907860676,-0.011778282446765972,14,1,3.206247968820501,tech
-0.08074348570546232,0.19973317981025263,15,1,3.0798002205586377,tech
0.0009662997345178414,-0.16869440376878922,16,1,2.7032926156086745,tech
0.07299416968768838,-0.0960333170253114,17,1,2.6637015793783254,tech
-0.19650382421125723,-0.0032076927961220258,18,1,2.0535919518107093,tech
-0.11583784768317952,-0.08298792975316659,19,1,1.5194855380319603,tech
-0.1499260537337649,0.08658475479666225,20,1,1.1040910986098382,tech
